month,market_type,category,item,spec,price_source,price
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,안영동 하나로마트,2180.0
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,둔산동 세이브존,2380.0
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,둔산동 이마트,2300.0
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,월평점 이마트,2096.0
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,진잠동 롯데마트 (서대전점),2380.0
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,온천1동 홈플러스 (유성점),2320.0
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,노은2동 롯데마트 (노은점),2380.0
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,관평동 롯데마트 (테크노점),2380.0
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,None_2,2380.0
2025-11,대형마트,공산품,설탕,제일제당정백당 1kg,None_3,2096.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",평균,3362.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",대형마트 가 오 동 홈플러스 가 오 점,4335.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",용 전 동 이 마 트 대전터미널점,4266.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",문화동 홈플러스,2645.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",안영동 하나로마트,2080.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",둔산동 세이브존,2990.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",둔산동 이마트,2740.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",월평점 이마트,1977.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",진잠동 롯데마트 (서대전점),4400.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",온천1동 홈플러스 (유성점),2745.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",노은2동 롯데마트 (노은점),4404.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",관평동 롯데마트 (테크노점),4400.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",None_2,4404.0
2025-11,대형마트,공산품,두부,"국산콩, 풀무원(부침용), 300g",None_3,1977.0
2025-11,대형마트,공산품,라면,신라면 1봉지,평균,1428.5454545454545
2025-11,대형마트,공산품,라면,신라면 1봉지,대형마트 가 오 동 홈플러스 가 오 점,4150.0
2025-11,대형마트,공산품,라면,신라면 1봉지,용 전 동 이 마 트 대전터미널점,4150.0
2025-11,대형마트,공산품,라면,신라면 1봉지,문화동 홈플러스,830.0
2025-11,대형마트,공산품,라면,신라면 1봉지,안영동 하나로마트,830.0
2025-11,대형마트,공산품,라면,신라면 1봉지,둔산동 세이브존,862.0
2025-11,대형마트,공산품,라면,신라면 1봉지,둔산동 이마트,830.0
2025-11,대형마트,공산품,라면,신라면 1봉지,월평점 이마트,742.0
2025-11,대형마트,공산품,라면,신라면 1봉지,진잠동 롯데마트 (서대전점),830.0
2025-11,대형마트,공산품,라면,신라면 1봉지,온천1동 홈플러스 (유성점),830.0
2025-11,대형마트,공산품,라면,신라면 1봉지,노은2동 롯데마트 (노은점),830.0
2025-11,대형마트,공산품,라면,신라면 1봉지,관평동 롯데마트 (테크노점),830.0
2025-11,대형마트,공산품,라면,신라면 1봉지,None_2,4150.0
2025-11,대형마트,공산품,라면,신라면 1봉지,None_3,742.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,평균,7480.909090909091
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,대형마트 가 오 동 홈플러스 가 오 점,6480.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,용 전 동 이 마 트 대전터미널점,6480.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,문화동 홈플러스,8480.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,안영동 하나로마트,6980.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,둔산동 세이브존,6980.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,둔산동 이마트,6480.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,월평점 이마트,6490.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,진잠동 롯데마트 (서대전점),8480.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,온천1동 홈플러스 (유성점),8480.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,노은2동 롯데마트 (노은점),8480.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,관평동 롯데마트 (테크노점),8480.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,None_2,8480.0
2025-11,대형마트,공산품,식용유,백설표 1.8L 대두유,None_3,6480.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,평균,10489.09090909091
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,대형마트 가 오 동 홈플러스 가 오 점,10800.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,용 전 동 이 마 트 대전터미널점,11800.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,문화동 홈플러스,10800.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,안영동 하나로마트,6980.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,둔산동 세이브존,11880.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,둔산동 이마트,11800.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,월평점 이마트,6980.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,진잠동 롯데마트 (서대전점),9780.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,온천1동 홈플러스 (유성점),10800.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,노은2동 롯데마트 (노은점),11880.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,관평동 롯데마트 (테크노점),11880.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,None_2,11880.0
2025-11,대형마트,공산품,참기름,오뚜기320ml 1병,None_3,6980.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,평균,16254.181818181818
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,대형마트 가 오 동 홈플러스 가 오 점,19670.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,용 전 동 이 마 트 대전터미널점,14787.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,문화동 홈플러스,19670.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,안영동 하나로마트,16250.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,둔산동 세이브존,14620.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,둔산동 이마트,14365.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,월평점 이마트,19800.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,진잠동 롯데마트 (서대전점),14790.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,온천1동 홈플러스 (유성점),19670.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,노은2동 롯데마트 (노은점),10387.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,관평동 롯데마트 (테크노점),14787.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,None_2,19800.0
2025-11,대형마트,공산품,분말커피,동서맥심175g 1병,None_3,10387.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",평균,1339.4545454545455
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",대형마트 가 오 동 홈플러스 가 오 점,1350.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",용 전 동 이 마 트 대전터미널점,1330.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",문화동 홈플러스,1350.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",안영동 하나로마트,1340.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",둔산동 세이브존,1390.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",둔산동 이마트,1330.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",월평점 이마트,1274.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",진잠동 롯데마트 (서대전점),1340.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",온천1동 홈플러스 (유성점),1350.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",노은2동 롯데마트 (노은점),1340.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",관평동 롯데마트 (테크노점),1340.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",None_2,1390.0
2025-11,대형마트,공산품,소주,"O2린 360ml, 1병",None_3,1274.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,평균,1742.4545454545455
2025-11,대형마트,공산품,맥주,카스 500ml 1병,대형마트 가 오 동 홈플러스 가 오 점,1720.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,용 전 동 이 마 트 대전터미널점,1700.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,문화동 홈플러스,1720.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,안영동 하나로마트,1720.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,둔산동 세이브존,1840.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,둔산동 이마트,1700.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,월평점 이마트,1627.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,진잠동 롯데마트 (서대전점),1730.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,온천1동 홈플러스 (유성점),1720.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,노은2동 롯데마트 (노은점),1960.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,관평동 롯데마트 (테크노점),1730.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,None_2,1960.0
2025-11,대형마트,공산품,맥주,카스 500ml 1병,None_3,1627.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",평균,9237.272727272728
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",대형마트 가 오 동 홈플러스 가 오 점,10040.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",용 전 동 이 마 트 대전터미널점,10000.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",문화동 홈플러스,10040.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",안영동 하나로마트,10340.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",둔산동 세이브존,10700.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",둔산동 이마트,10000.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",월평점 이마트,0.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",진잠동 롯데마트 (서대전점),10000.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",온천1동 홈플러스 (유성점),10490.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",노은2동 롯데마트 (노은점),10000.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",관평동 롯데마트 (테크노점),10000.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",None_2,10700.0
2025-11,대형마트,공산품,청주,"백화수복, 1.8L 1병",None_3,0.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),평균,22214.9
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),용 전 동 이 마 트 대전터미널점,31800.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),문화동 홈플러스,22468.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),안영동 하나로마트,24800.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),둔산동 세이브존,28900.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),둔산동 이마트,
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),월평점 이마트,23480.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),진잠동 롯데마트 (서대전점),19910.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),온천1동 홈플러스 (유성점),21252.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),노은2동 롯데마트 (노은점),22340.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),관평동 롯데마트 (테크노점),27199.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),None_2,31800.0
2025-11,대형마트,공산품,화장지,크리넥스 35mⅹ24롤(백색),None_3,19910.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,평균,3922.7272727272725
2025-11,대형마트,공산품,빵,삼립 식빵 750g,대형마트 가 오 동 홈플러스 가 오 점,3290.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,용 전 동 이 마 트 대전터미널점,3280.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,문화동 홈플러스,3890.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,안영동 하나로마트,3695.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,둔산동 세이브존,4600.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,둔산동 이마트,4280.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,월평점 이마트,3290.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,진잠동 롯데마트 (서대전점),4275.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,온천1동 홈플러스 (유성점),3390.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,노은2동 롯데마트 (노은점),5170.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,관평동 롯데마트 (테크노점),3990.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,None_2,5170.0
2025-11,대형마트,공산품,빵,삼립 식빵 750g,None_3,3280.0
2025-11,대형마트,공산품,우유,매일우유 1000L,평균,3486.818181818182
2025-11,대형마트,공산품,우유,매일우유 1000L,대형마트 가 오 동 홈플러스 가 오 점,3300.0
2025-11,대형마트,공산품,우유,매일우유 1000L,용 전 동 이 마 트 대전터미널점,2970.0
2025-11,대형마트,공산품,우유,매일우유 1000L,문화동 홈플러스,2895.0
2025-11,대형마트,공산품,우유,매일우유 1000L,안영동 하나로마트,3290.0
2025-11,대형마트,공산품,우유,매일우유 1000L,둔산동 세이브존,3100.0
2025-11,대형마트,공산품,우유,매일우유 1000L,둔산동 이마트,3330.0
2025-11,대형마트,공산품,우유,매일우유 1000L,월평점 이마트,6880.0
2025-11,대형마트,공산품,우유,매일우유 1000L,진잠동 롯데마트 (서대전점),3300.0
2025-11,대형마트,공산품,우유,매일우유 1000L,온천1동 홈플러스 (유성점),2990.0
2025-11,대형마트,공산품,우유,매일우유 1000L,노은2동 롯데마트 (노은점),3330.0
2025-11,대형마트,공산품,우유,매일우유 1000L,관평동 롯데마트 (테크노점),2970.0
2025-11,대형마트,공산품,우유,매일우유 1000L,None_2,6880.0
2025-11,대형마트,공산품,우유,매일우유 1000L,None_3,2895.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,평균,22200.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,대형마트 가 오 동 홈플러스 가 오 점,25800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,용 전 동 이 마 트 대전터미널점,24800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,문화동 홈플러스,25800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,안영동 하나로마트,39800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,둔산동 세이브존,0.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,둔산동 이마트,24800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,월평점 이마트,0.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,진잠동 롯데마트 (서대전점),25800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,온천1동 홈플러스 (유성점),25800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,노은2동 롯데마트 (노은점),25800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,관평동 롯데마트 (테크노점),25800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,None_2,39800.0
2025-11,대형마트,공산품,분유,남양임페리얼 3단계,None_3,0.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,평균,5643.6
2025-11,대형마트,공산품,세제,애경 스파크 3kg,대형마트 가 오 동 홈플러스 가 오 점,5666.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,용 전 동 이 마 트 대전터미널점,
2025-11,대형마트,공산품,세제,애경 스파크 3kg,안영동 하나로마트,6300.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,둔산동 세이브존,7900.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,둔산동 이마트,
2025-11,대형마트,공산품,세제,애경 스파크 3kg,월평점 이마트,7290.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,진잠동 롯데마트 (서대전점),6990.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,온천1동 홈플러스 (유성점),8610.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,노은2동 롯데마트 (노은점),6690.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,관평동 롯데마트 (테크노점),6990.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,None_2,8610.0
2025-11,대형마트,공산품,세제,애경 스파크 3kg,None_3,5666.0
2025-11,백화점,농산물,쌀,청풍명월(20kg),둔산동 한화갤러리아,0.0
2025-11,백화점,농산물,쌀,청풍명월(20kg),괴정동 롯데백화점,0.0
2025-11,백화점,농산물,쌀,청풍명월(20kg),None_2,0.0
2025-11,백화점,농산물,쌀,청풍명월(20kg),None_3,0.0
2025-11,백화점,농산물,콩,"국산, 백태 1kg",평 균,10500.0
2025-11,백화점,농산물,콩,"국산, 백태 1kg",둔산동 한화갤러리아,13800.0
2025-11,백화점,농산물,콩,"국산, 백태 1kg",괴정동 롯데백화점,7200.0
2025-11,백화점,농산물,콩,"국산, 백태 1kg",None_2,13800.0
2025-11,백화점,농산물,콩,"국산, 백태 1kg",None_3,7200.0
2025-11,백화점,농산물,참깨,국산 500g,평 균,33150.0
2025-11,백화점,농산물,참깨,국산 500g,둔산동 한화갤러리아,41300.0
2025-11,백화점,농산물,참깨,국산 500g,괴정동 롯데백화점,25000.0
2025-11,백화점,농산물,참깨,국산 500g,None_2,41300.0
2025-11,백화점,농산물,참깨,국산 500g,None_3,25000.0
2025-11,백화점,농산물,사과,"부사 400g1개, 중품",평 균,7500.0
2025-11,백화점,농산물,사과,"부사 400g1개, 중품",둔산동 한화갤러리아,5000.0
2025-11,백화점,농산물,사과,"부사 400g1개, 중품",괴정동 롯데백화점,10000.0
2025-11,백화점,농산물,사과,"부사 400g1개, 중품",None_2,10000.0
2025-11,백화점,농산물,사과,"부사 400g1개, 중품",None_3,5000.0
2025-11,백화점,농산물,배,"신고배 600g1개, 중품",평 균,7650.0
2025-11,백화점,농산물,배,"신고배 600g1개, 중품",둔산동 한화갤러리아,5300.0
2025-11,백화점,농산물,배,"신고배 600g1개, 중품",괴정동 롯데백화점,10000.0
2025-11,백화점,농산물,배,"신고배 600g1개, 중품",None_2,10000.0
2025-11,백화점,농산물,배,"신고배 600g1개, 중품",None_3,5300.0
2025-11,백화점,농산물,감귤,100g 정도 10개,평 균,10350.0
2025-11,백화점,농산물,감귤,100g 정도 10개,둔산동 한화갤러리아,10900.0
2025-11,백화점,농산물,감귤,100g 정도 10개,괴정동 롯데백화점,9800.0
2025-11,백화점,농산물,감귤,100g 정도 10개,None_2,10900.0
2025-11,백화점,농산물,감귤,100g 정도 10개,None_3,9800.0
2025-11,백화점,농산물,밤,굵은것 1kg,평 균,0.0
2025-11,백화점,농산물,밤,굵은것 1kg,둔산동 한화갤러리아,0.0
2025-11,백화점,농산물,밤,굵은것 1kg,괴정동 롯데백화점,0.0
2025-11,백화점,농산물,무,통무우 2kg,평 균,3440.0
2025-11,백화점,농산물,무,통무우 2kg,둔산동 한화갤러리아,2900.0
2025-11,백화점,농산물,무,통무우 2kg,괴정동 롯데백화점,3980.0
2025-11,백화점,농산물,무,통무우 2kg,None_2,3980.0
2025-11,백화점,농산물,무,통무우 2kg,None_3,2900.0
2025-11,백화점,농산물,배추,통배추 2kg,평 균,3480.0
2025-11,백화점,농산물,배추,통배추 2kg,둔산동 한화갤러리아,6960.0
2025-11,백화점,농산물,배추,통배추 2kg,괴정동 롯데백화점,0.0
2025-11,백화점,농산물,배추,통배추 2kg,None_2,6960.0
2025-11,백화점,농산물,배추,통배추 2kg,None_3,0.0
2025-11,백화점,농산물,고추가루,"국산, 400g",평 균,19700.0
2025-11,백화점,농산물,고추가루,"국산, 400g",둔산동 한화갤러리아,17000.0
2025-11,백화점,농산물,고추가루,"국산, 400g",괴정동 롯데백화점,22400.0
2025-11,백화점,농산물,고추가루,"국산, 400g",None_2,22400.0
2025-11,백화점,농산물,고추가루,"국산, 400g",None_3,17000.0
2025-11,백화점,농산물,양파,망에든것 1kg,평 균,3480.0
2025-11,백화점,농산물,양파,망에든것 1kg,둔산동 한화갤러리아,2980.0
2025-11,백화점,농산물,양파,망에든것 1kg,괴정동 롯데백화점,3980.0
2025-11,백화점,농산물,양파,망에든것 1kg,None_2,3980.0
2025-11,백화점,농산물,양파,망에든것 1kg,None_3,2980.0
2025-11,백화점,농산물,대파,1kg,평 균,6490.0
2025-11,백화점,농산물,대파,1kg,둔산동 한화갤러리아,2980.0
2025-11,백화점,농산물,대파,1kg,괴정동 롯데백화점,10000.0
2025-11,백화점,농산물,대파,1kg,None_2,10000.0
2025-11,백화점,농산물,대파,1kg,None_3,2980.0
2025-11,백화점,농산물,깐마늘,"국산, 중품, 100g",평 균,2039.5
2025-11,백화점,농산물,깐마늘,"국산, 중품, 100g",둔산동 한화갤러리아,1950.0
2025-11,백화점,농산물,깐마늘,"국산, 중품, 100g",괴정동 롯데백화점,2129.0
2025-11,백화점,농산물,깐마늘,"국산, 중품, 100g",None_2,2129.0
2025-11,백화점,농산물,깐마늘,"국산, 중품, 100g",None_3,1950.0
2025-11,백화점,농산물,콩나물,"수입콩, 포장, 300g",둔산동 한화갤러리아,0.0
2025-11,백화점,농산물,콩나물,"수입콩, 포장, 300g",괴정동 롯데백화점,0.0
2025-11,백화점,농산물,콩나물,"수입콩, 포장, 300g",None_2,0.0
2025-11,백화점,농산물,콩나물,"수입콩, 포장, 300g",None_3,0.0
2025-11,백화점,농산물,대추,1kg,평 균,0.0
2025-11,백화점,농산물,대추,1kg,둔산동 한화갤러리아,0.0
2025-11,백화점,농산물,대추,1kg,괴정동 롯데백화점,0.0
2025-11,백화점,농산물,감자,1kg,평 균,4390.0
2025-11,백화점,농산물,감자,1kg,둔산동 한화갤러리아,3980.0
2025-11,백화점,농산물,감자,1kg,괴정동 롯데백화점,4800.0
2025-11,백화점,축산물,쇠고기,한우등심1등급 600g,평 균,78840.0
2025-11,백화점,축산물,쇠고기,한우등심1등급 600g,괴정동 롯데백화점,78840.0
2025-11,백화점,축산물,쇠고기,한우등심1등급 600g,None_2,78840.0
2025-11,백화점,축산물,쇠고기,한우등심1등급 600g,None_3,78840.0
2025-11,백화점,축산물,돼지고기,"국산, 삼겹살 600g",평 균,29280.0
2025-11,백화점,축산물,돼지고기,"국산, 삼겹살 600g",둔산동 한화갤러리아,38280.0
2025-11,백화점,축산물,돼지고기,"국산, 삼겹살 600g",괴정동 롯데백화점,20280.0
2025-11,백화점,축산물,돼지고기,"국산, 삼겹살 600g",None_2,38280.0
2025-11,백화점,축산물,돼지고기,"국산, 삼겹살 600g",None_3,20280.0
2025-11,백화점,축산물,생닭,"하림, 육계 1마리 1kg",평 균,4950.0
2025-11,백화점,축산물,생닭,"하림, 육계 1마리 1kg",둔산동 한화갤러리아,0.0
2025-11,백화점,축산물,생닭,"하림, 육계 1마리 1kg",괴정동 롯데백화점,9900.0
2025-11,백화점,축산물,생닭,"하림, 육계 1마리 1kg",None_2,9900.0
2025-11,백화점,축산물,생닭,"하림, 육계 1마리 1kg",None_3,0.0
2025-11,백화점,축산물,달걀,대란 1판(30개),평 균,6950.0
2025-11,백화점,축산물,달걀,대란 1판(30개),둔산동 한화갤러리아,0.0
2025-11,백화점,축산물,달걀,대란 1판(30개),괴정동 롯데백화점,13900.0
2025-11,백화점,축산물,달걀,대란 1판(30개),None_2,13900.0
2025-11,백화점,축산물,달걀,대란 1판(30개),None_3,0.0
2025-11,백화점,수산물,조기,"수입, 25cm정도, 1마리",평 균,7000.0
2025-11,백화점,수산물,조기,"수입, 25cm정도, 1마리",둔산동 한화갤러리아,0.0
2025-11,백화점,수산물,조기,"수입, 25cm정도, 1마리",괴정동 롯데백화점,14000.0
2025-11,백화점,수산물,조기,"수입, 25cm정도, 1마리",None_2,14000.0
2025-11,백화점,수산물,조기,"수입, 25cm정도, 1마리",None_3,0.0
2025-11,백화점,수산물,동태,"수입, 냉동40cm1마리",둔산동 한화갤러리아,0.0
2025-11,백화점,수산물,동태,"수입, 냉동40cm1마리",괴정동 롯데백화점,0.0
2025-11,백화점,수산물,동태,"수입, 냉동40cm1마리",None_2,0.0
2025-11,백화점,수산물,동태,"수입, 냉동40cm1마리",None_3,0.0
2025-11,백화점,수산물,오징어(냉동),25cm정도1마리,평 균,4450.0
2025-11,백화점,수산물,오징어(냉동),25cm정도1마리,둔산동 한화갤러리아,0.0
2025-11,백화점,수산물,오징어(냉동),25cm정도1마리,괴정동 롯데백화점,8900.0
2025-11,백화점,수산물,오징어(냉동),25cm정도1마리,None_2,8900.0
2025-11,백화점,수산물,오징어(냉동),25cm정도1마리,None_3,0.0
2025-11,백화점,수산물,김,"재래생김 1속, 중품",둔산동 한화갤러리아,0.0
2025-11,백화점,수산물,김,"재래생김 1속, 중품",괴정동 롯데백화점,0.0
2025-11,백화점,수산물,김,"재래생김 1속, 중품",None_2,0.0
2025-11,백화점,수산물,김,"재래생김 1속, 중품",None_3,0.0
2025-11,백화점,수산물,멸치,멸치(국물용) 500g,평 균,14450.0
2025-11,백화점,수산물,멸치,멸치(국물용) 500g,둔산동 한화갤러리아,15900.0
2025-11,백화점,수산물,멸치,멸치(국물용) 500g,괴정동 롯데백화점,13000.0
2025-11,백화점,수산물,멸치,멸치(국물용) 500g,None_2,15900.0
2025-11,백화점,수산물,멸치,멸치(국물용) 500g,None_3,13000.0
2025-11,백화점,수산물,고등어,냉동1마리,평 균,3750.0
2025-11,백화점,수산물,고등어,냉동1마리,둔산동 한화갤러리아,0.0
2025-11,백화점,수산물,고등어,냉동1마리,괴정동 롯데백화점,7500.0
2025-11,백화점,수산물,갈치,냉동1마리,평 균,7000.0
2025-11,백화점,수산물,갈치,냉동1마리,둔산동 한화갤러리아,0.0
2025-11,백화점,수산물,갈치,냉동1마리,괴정동 롯데백화점,14000.0
2025-11,백화점,공산품,밀가루,제일제당중력분 1kg,평 균,1960.0
2025-11,백화점,공산품,밀가루,제일제당중력분 1kg,둔산동 한화갤러리아,1960.0
2025-11,백화점,공산품,밀가루,제일제당중력분 1kg,괴정동 롯데백화점,1960.0
2025-11,백화점,공산품,밀가루,제일제당중력분 1kg,None_2,1960.0
2025-11,백화점,공산품,밀가루,제일제당중력분 1kg,None_3,1960.0
2025-11,백화점,공산품,설탕,제일제당정백당 1kg,평 균,2380.0
2025-11,백화점,공산품,설탕,제일제당정백당 1kg,둔산동 한화갤러리아,2380.0
